"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1","Control characteristic 1","Control characteristic 2","Control characteristic 3","Control characteristic 4","Control characteristic 5","Control characteristic 6","Control outcome Pop B untreated","Control outcome Pop B with intervention","Intervention characteristic 1","Intervention characteristic 2","Intervention characteristic 3","Intervention characteristic 4","Intervention characteristic 5","Intervention characteristic 6","Intervention outcome Pop A untreated","Intervention outcome Pop A with intervention"
"2","0.344842701684301","0.16016431938658","0.193701879454271","0.267136741864198","0.43198665002631","0.303312443041788","24.7613379381679","9.54375798415613","0.350334284944815","0.23489422331885","0.593918413765339","0.374081346949481","0.277820164531797","0.288929653034423","16.1676190978494","27.9771790533314"
"3","0.322990603420896","0.231420868458954","0.181848516141819","0.287506394180379","0.240346987271769","0.262042518736006","18.4922591219843","7.32017563379119","0.284677498877165","0.200795826983563","0.291785387030325","0.294997548443911","0.271808962416031","0.197008540152879","7.01021581172907","19.3702023528021"
"4","0.138773297914519","0.450863198834722","0.253768212884759","0.404755171610614","0.30393327174082","0.158395652391288","16.0177746211141","28.294263712623","0.288883220218406","0.299492015229234","0.19914882113456","0.330936413049224","0.265243596011635","0.161115514509683","15.6444520842634","16.7356078083952"
"5","0.24784842134847","0.154410923949188","0.130881372181083","0.281977632718035","0.460068240505774","0.352758527917582","5.47097874184973","6.09202162657217","0.186347928650665","0.448194111372878","0.335308913573859","0.397192361615968","0.293790497663272","0.156173085176724","1.70228176085621","10.5471558553555"
"6","0.159364122636734","0.255172944580334","0.146375694934474","0.215650811011467","0.229946104918969","0.22438083577323","6.11134128301764","1.45447772147286","0.205619185517531","0.218595076602942","0.235030407679814","0.219673340617069","0.231628943014853","0.25193170479088","3.36944776977148","16.6062391622115"
"7","0.438943595850141","0.368044199324461","0.00685008348358024","0.209615553399223","0.345891643643396","0.409636879294457","2.81548829517251","14.0914126808625","0.296240590556527","0.348484620816901","0.247217833406992","0.277151769352004","0.212482303685855","0.109851917979628","4.50306050386835","14.0119600585917"
"8","0.235738084172444","0.315129805430519","0.168675068077615","0.356132408018734","0.270273192236014","0.0497282626570757","16.9725389951735","6.73809488282082","0.318539630343584","0.205095589519639","0.287784137999125","0.358201096433913","0.236418072727605","0.189480585416712","13.1976883605701","16.8886184003168"
"9","0.263614460717686","0.284410131005432","0.307618578345712","0.136473767762748","0.277859063885559","0.225340283597621","15.1496380849856","3.50936816949502","0.267647009289447","0.247896436747686","0.438971791736841","0.151074077145646","0.247585829082735","0.310626091501819","0.766915609821888","2.57364830526239"
"10","0.230425255260679","0.332114207120061","0.224649610974066","0.0589855517835726","0.296427539776306","0.101383568421228","19.9475279265619","18.6958125398539","0.432606682529679","0.330357252868978","0.155498644794898","0.498030839296817","0.23259598683305","0.28089147520474","56.7085101692485","23.288583133258"
"11","0.263182501095455","-0.014516250325479","0.140444255799936","0.0982790090466517","0.271977964820355","0.322542682468941","7.10467290593514","7.97585321358751","0.299123885838445","0.411462099314876","0.347393302388518","0.295362607987652","0.250627848202375","0.01658502357965","6.87145119554495","41.1017004414866"
"12","0.223899606800347","0.333512787573962","0.260131418171707","0.330236829300285","0.206739094052302","0.445050047682122","6.69560258461426","23.892415706235","0.173654813038286","0.107099609492722","0.359430690897221","0.321078762115127","0.349893202777072","0.277784601284589","3.67344243361521","11.7583201320313"
"13","0.136736155359831","0.333588140278386","0.124201503642668","0.361646122175891","0.264683724677045","0.449720499381736","3.19918409816448","10.1224281408996","0.275214814517547","0.244351239974903","0.235789600253586","0.304848616724946","0.169348970865916","0.0251682020538403","1.21702511332637","3.13115657923452"
"14","0.178463406272003","0.479385262065557","0.279850426263684","0.433690107176128","0.203360141127255","0.430955108759617","23.8022478098596","6.20528577837921","0.281580728558578","0.560385731680952","0.292099271224265","0.289960021341128","0.23529716787008","0.223271929563814","3.21138750020361","36.6186816760864"
"15","0.232616883988416","0.0913088136361861","0.274931781991914","0.281575454223636","0.210312508737858","0.195062470108583","1.53398550940378","4.92507876789027","0.290262858705678","0.337488678129747","0.289463952781484","0.260833135067687","0.312552383663215","0.301739292899787","15.7149739848266","5.69790367722674"
"16","0.241096913937353","0.322249238344903","0.246605079216119","0.216819990881372","0.296732334831931","0.125497274096828","4.57959327496185","11.1700425719951","0.284449114105803","0.21757383951653","0.256537568526296","0.162022138717711","0.313792249126339","0.21978242776332","1.98168260208758","7.6100772782044"
"17","0.174451746245478","0.231701129125498","0.139939097114617","0.318128582217673","0.190440427388862","0.279654111183225","24.8327974717151","4.36954522649796","0.320572971466776","0.520489053235298","0.128404224279673","0.485118939414657","0.318224967391444","0.405860217021535","11.6638595065096","24.2756157433535"
"18","0.256065317215346","0.0607071430130691","0.030096969828673","0.371490089137334","0.140387509730955","0.197038472072816","1.88125221066366","13.5177719516242","0.232348936485299","0.22087141581675","0.267028779344518","0.164886941428746","0.293990560238633","0.312029057418092","3.71985875324528","4.79427532796591"
"19","0.219608730712491","0.19906378106654","0.322179409974563","0.160466571339138","0.0325658105934351","0.437824640982364","6.32941694329075","23.9600095508513","0.16058708816611","0.377940460282672","0.384405111258767","0.490683628846733","0.282770264170625","0.319822701882631","14.4068497890758","20.4368183600538"
"20","0.230664599160696","0.228767315290639","0.28888499156594","0.202777972994543","0.13697386672127","0.153964205148084","9.81801701896196","20.9650834376118","0.130820447061358","0.326885596433985","0.341584332674352","0.51627971605635","0.237022205083143","0.303703857198698","23.6774106491833","23.7286626084758"
"21","0.0858886914079359","0.251188922457645","0.179221741939636","0.324723028225266","0.405928941427158","0.205426818543197","7.25815596075096","3.22476679645663","0.195734136955765","0.292688168459068","0.196897770698556","0.172799635187698","0.189381058031168","0.162217898124967","2.77036839797682","4.05217953100634"
"22","0.268408105820284","0.185224498355316","0.143486752184548","0.265540856124301","0.218958897592324","0.260777159204536","15.5219623954856","11.1468338776895","0.342214074627378","0.353538803553169","0.353737059755781","0.419994328194453","0.254465799040987","0.334565003228834","12.3590073654481","2.10026253569532"
"23","0.308110158581803","0.136239991531629","0.145508657600574","0.156025690887537","0.332316059057963","0.187357671463539","3.47545439521182","23.9273233698393","0.199915744905852","0.0269276104156477","0.176315717489408","0.245065399640984","0.321694629037373","0.240828870989916","12.4563429663006","5.24099763348647"
"24","0.117516333388807","0.242426404936599","0.224823423058843","0.238686386609885","0.22082952506495","0.293336492524019","18.6413793895643","27.2692749640398","0.108674698263034","0.254756603025264","0.264057073795957","0.389677104756358","0.219628049804408","0.157095028077274","12.1910550197291","14.791531560901"
