"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1","Control characteristic 1","Control characteristic 2","Control characteristic 3","Control characteristic 4","Control characteristic 5","Control characteristic 6","Control outcome Pop B untreated","Control outcome Pop B with intervention","Intervention characteristic 1","Intervention characteristic 2","Intervention characteristic 3","Intervention characteristic 4","Intervention characteristic 5","Intervention characteristic 6","Intervention outcome Pop A untreated","Intervention outcome Pop A with intervention"
"2","0.544545893566862","0.493315050974971","0.500181833772367","0.540252088329221","0.244382827839249","0.165400926561117","17.286703800264","54.7141153939519","0.4940992358156","0.458107114922091","0.673968149606401","0.622008075486219","0.0818143231335785","0.29207659837416","13.0220870002852","12.745593129169"
"3","0.521573392060084","0.708048930820952","0.641469450766486","0.640039851437611","0.360283323114549","0.277873357295388","17.1502667185673","15.1708293194939","0.619216132472867","0.63839290681124","0.735532378087265","0.501905762161422","0.0650626251404343","0.250108271592978","37.9843046591675","24.5251009376333"
"4","0.534004603822484","0.298200336733976","0.473971051428188","0.722545690023583","0.234107532334642","0.377876736081457","5.31921196657085","18.4904149230093","0.730283040535361","0.634962599542109","0.669220651006888","0.573437521981133","0.424147268538184","0.407274950712277","12.1364716762795","15.8466768976681"
"5","0.605652688659485","0.680768031372775","0.363883065492552","0.502475527295872","0.189533090486263","0.191597977955617","2.18048256687703","15.049883715762","0.634961248201585","0.640859226418232","0.580281855631831","0.580503840387111","0.337108859148191","0.289173446185834","32.430824714434","30.753420107978"
"6","0.476741098545271","0.514459235859592","0.540253212004951","0.554384722203559","0.257175393722857","0.207962182001032","30.9087631402915","7.79696308761963","0.67844113281562","0.708976641422782","0.570139762224049","0.567898778332512","0.175590732276705","0.288227010051233","29.4167329139502","60.6172511780464"
"7","0.545903955868053","0.433213471173366","0.646429482193277","0.503339561220569","0.352189001974712","0.0833812456552383","2.94875791277174","8.86973787316678","0.569087659270823","0.512834671861755","0.825186314618378","0.615861551128835","0.304027192199008","0.370523616325729","7.74079565516052","2.53689621104525"
"8","0.641776249174429","0.320132171643796","0.370773787462947","0.658319124563562","0.277021358315744","0.237562493197197","9.81864455956588","19.3746027590398","0.855964087330917","0.610955344520032","0.550473388397802","0.748088047782479","0.24672288952226","0.310327472757534","9.60774710588488","5.39105943124895"
"9","0.576308289077929","0.395861692328481","0.419774876783313","0.443650281463656","0.37173853620031","0.336170295111611","4.9615596346461","3.75373951334922","0.770577568123928","0.61104239514054","0.605208458129538","0.498058659950245","0.120037344116557","0.338528961246518","7.774998454575","10.7600849122196"
"10","0.401429805806284","0.49552795855823","0.509749024510902","0.461951662676648","0.238522640559699","0.19826865897446","2.70890489693366","14.4952856875427","0.647625575956204","0.649475877375463","0.683292801998845","0.591696036637617","0.363564650560457","0.12137737700685","26.0770624543673","41.1065726713794"
"11","0.502866428140039","0.625387906951273","0.347104608825651","0.472776270614396","0.114036323324946","0.0975887846578768","6.55157035968523","22.9791639996292","0.720480397150186","0.460937634733862","0.639425242374066","0.572335322125084","0.24832952103658","0.391889248993333","15.6720114225226","6.11836251720589"
"12","0.638181640333206","0.443759380000949","0.481511447721145","0.648491205348754","0.289036512366999","0.14199392379192","2.81067102154039","7.81050298810407","0.670496267379638","0.634976949778988","0.783148322748935","0.538397091281207","0.293594072446376","0.219869874093435","3.79974006217968","4.75331819467039"
"13","0.446031471273592","0.557270658136777","0.532604230727881","0.534927787581208","0.232499264485171","0.0582601267276723","10.8321918289933","5.10223415915617","0.508533882295486","0.573845771489061","0.754820038396281","0.589319681105734","0.325221644721281","0.216437995669831","6.28249505581454","21.3453886934989"
"14","0.448588134797589","0.59702322106653","0.526039760617301","0.35738179009481","0.393312960783195","0.365204571941712","29.8747951751766","14.0815377996395","0.509498813096775","0.480711016716826","0.640993865257226","0.484994252889851","0.242583385403787","0.205116813053821","2.99458078641243","6.28733160805974"
"15","0.352273219243887","0.572671691487428","0.527864687181416","0.546024992361948","0.199985156482671","0.0488353663313926","13.687903722563","23.967445394497","0.567611782960046","0.482162573812864","0.560445554106027","0.524328027221352","0.258136424594096","0.246177216314151","9.2481409478968","1.48644778084924"
"16","0.383608839113446","0.630921213157306","0.523768266750155","0.410262484597185","0.251446273095859","0.32405285017351","18.0995800305623","11.2204106339398","0.545374358097717","0.563695512487844","0.670330601588547","0.712052433817364","0.302457941041889","0.427918848913341","15.0017237072318","30.5077864268259"
"17","0.596372001516339","0.583226820806347","0.641730948001929","0.478813252177728","0.403110028280482","0.288095762745025","17.0477248495492","54.3967652688122","0.623844744746162","0.598575015749191","0.541498815224334","0.442138655023157","0.325645195966453","0.292356383850835","5.36793194064468","8.32453524106611"
"18","0.477028201564106","0.312003528382554","0.533194399018801","0.528380917086264","0.330979005327841","0.317784079122615","3.04133401978188","1.19810417973353","0.75863104848704","0.541662257868164","0.462796794446371","0.452765145339445","0.262301547031246","0.0141978313275367","3.75859429771913","7.37677417993934"
"19","0.588423007455755","0.486544088854977","0.441871450889394","0.518402063747551","0.360534918031909","0.280276549439015","15.4458012038038","6.86101427220962","0.672361979983408","0.527573839498538","0.509395257375616","0.462268598203137","0.287017194539769","0.314785050846047","4.04891209732343","12.7515393639198"
"20","0.566015061477831","0.447334768307099","0.47523785260633","0.533917389859126","0.278089278473887","0.327027627157307","17.7539856754216","19.3553279838437","0.679806551378364","0.558114900498275","0.552355236858346","0.581627354327774","0.0550489707520608","0.359472563673258","3.73599683978348","50.0653799763523"
"21","0.439543879825984","0.524848051370404","0.520981927468055","0.400390934129935","0.547712651093301","0.284596631312324","5.59013261777477","27.2029821286627","0.678809282996102","0.503893986703652","0.650816446533585","0.63672154695553","0.249946060501905","0.248320141679119","5.71208743065829","40.8605681389303"
"22","0.51985944266888","0.490533189124319","0.35884975667212","0.54347788695518","0.395461274078037","0.164526289610089","30.3043321837866","24.2020555180657","0.682820124773481","0.664425405072179","0.587035683316518","0.592794547280695","0.177036824572377","0.276414075046772","83.3052112187884","23.4362878077791"
"23","0.434690516912772","0.434250195944588","0.489945374587637","0.521501170195087","0.17033978326577","0.282188545885035","11.2552635836781","12.6661472244844","0.741726304768282","0.585794153737017","0.539803936922425","0.463446971734067","0.481584148294111","0.124218607639253","21.4094476080992","5.10823037315408"
"24","0.430884586428057","0.71620069885921","0.337573755371896","0.494397747343038","0.263828663898476","0.397789821428762","2.59430999402206","33.6695522932653","0.769029776339642","0.483772421488093","0.671500187699947","0.639611685030278","0.281136601654841","0.328982337948343","9.7200241738607","10.5533516930171"
"25","0.472165890797069","0.538962844775576","0.686673241220947","0.598199347888879","0.219847460972472","0.128990908361409","0.123978157824667","11.5016846951521","0.610520713036384","0.661046586735541","0.581755595896968","0.722894588622507","0.44895033234198","0.307609899939611","2.33970337351686","11.5124492430114"
"26","0.594772503269423","0.816451728107136","0.578969704817186","0.499273233390553","-0.0842708566691142","0.146398567666602","15.5926198816572","21.5994716374584","0.546574296651478","0.703934474724985","0.638074343684407","0.533431927597658","0.300192170494547","0.421561058401464","30.63721274576","53.0865378695231"
"27","0.468505905123329","0.517579594783603","0.685843118802142","0.566302664723003","0.0368226500391806","0.265708767650403","5.388205112743","22.2538288498043","0.465881414042371","0.562540635909926","0.538218364165415","0.649157831473137","0.265635673599622","0.106152073388698","8.31630280909236","26.9997385511681"
"28","0.486874719002035","0.445732947124946","0.671809419516754","0.572558841769121","0.410309619395317","0.24032881864769","16.621434727326","10.1530809188226","0.539984809580188","0.36367165116473","0.541237957643018","0.711907345366098","0.311591775206019","0.215937323756796","6.44303198507475","27.2749525002238"
"29","0.651175819379244","0.478408679112371","0.56531759208889","0.67889051789351","0.24072893855442","0.345746532529353","4.56839054233019","33.5778755785958","0.604277461590726","0.680391347064265","0.712343086959704","0.558461105725244","0.237491541592827","0.21931086873407","59.9265958321561","38.7332688787014"
"30","0.538508180587829","0.535995360300401","0.486008359445165","0.487656128383895","0.0732622090879642","0.104862262839185","0.913261275502963","28.4031869110732","0.487091695609377","0.737791806172729","0.758742038608084","0.390846233917623","0.139951812104201","0.103360060793469","19.9574040354684","10.3836527853665"
"31","0.802873289701446","0.386484480745343","0.520748164741944","0.570366295458634","0.162382384037767","0.389159749290673","5.41905819703612","3.9668096106568","0.582178386774223","0.663408188740012","0.889293787265773","0.632109249270023","0.185769499103766","0.356643439030523","12.3335186908052","4.88743481316457"
"32","0.601720551264268","0.38237106808467","0.792214251384545","0.396998223573975","0.158967598752055","0.28524166047133","11.3853507413976","17.2800267218769","0.459789200409529","0.600170573459716","0.566671761839087","0.769551206175514","0.148012248237145","0.328639010224465","22.7442633665544","7.6603261953388"
"33","0.295289373996546","0.612998300305068","0.703503021097423","0.515304593297479","0.220820533041252","0.442997445154274","8.10652524121698","16.8778356762106","0.530706797545547","0.632992020285923","0.60373452596204","0.638595452768714","0.228248450553079","0.14750649591506","22.4833698893412","56.0992622397531"
"34","0.503761949304533","0.667717232328084","0.626568602069691","0.535144264125861","0.223573779536162","0.208806430924421","33.1122207819703","23.8165492097779","0.54566281647265","0.546128525315402","0.485035451853767","0.773491276375806","0.484093915556939","0.237096898575593","8.24807677421679","8.86077769730293"
